image_path,true_label_index,predicted_label_index,confidence,true_label,predicted_label
data/tiny-imagenet-200/val/n04023962/val_5945.jpeg,138,135,0.009556924,n04023962,n03983396
data/tiny-imagenet-200/val/n03796401/val_8277.jpeg,121,135,0.00955574,n03796401,n03983396
data/tiny-imagenet-200/val/n04597913/val_6323.jpeg,175,135,0.009552055,n04597913,n03983396
data/tiny-imagenet-200/val/n02927161/val_8145.jpeg,82,135,0.009551329,n02927161,n03983396
data/tiny-imagenet-200/val/n02486410/val_8214.jpeg,56,135,0.009551278,n02486410,n03983396
data/tiny-imagenet-200/val/n02099712/val_4160.jpeg,27,135,0.009545974,n02099712,n03983396
data/tiny-imagenet-200/val/n04376876/val_2786.jpeg,159,135,0.009542803,n04376876,n03983396
data/tiny-imagenet-200/val/n02892201/val_2306.jpeg,78,135,0.009531403,n02892201,n03983396
data/tiny-imagenet-200/val/n02481823/val_3164.jpeg,55,135,0.009531264,n02481823,n03983396
data/tiny-imagenet-200/val/n04465501/val_6187.jpeg,164,135,0.009529676,n04465501,n03983396
data/tiny-imagenet-200/val/n03026506/val_6079.jpeg,90,135,0.00952261,n03026506,n03983396
data/tiny-imagenet-200/val/n02977058/val_8247.jpeg,86,135,0.009519811,n02977058,n03983396
data/tiny-imagenet-200/val/n03126707/val_69.jpeg,95,135,0.009513853,n03126707,n03983396
data/tiny-imagenet-200/val/n01984695/val_5143.jpeg,19,135,0.009513356,n01984695,n03983396
data/tiny-imagenet-200/val/n02281406/val_3014.jpeg,45,135,0.0095079625,n02281406,n03983396
data/tiny-imagenet-200/val/n01944390/val_5346.jpeg,15,135,0.009502939,n01944390,n03983396
data/tiny-imagenet-200/val/n01855672/val_507.jpeg,11,135,0.0095026605,n01855672,n03983396
data/tiny-imagenet-200/val/n03444034/val_9996.jpeg,107,135,0.009497806,n03444034,n03983396
data/tiny-imagenet-200/val/n07734744/val_6544.jpeg,185,135,0.009497467,n07734744,n03983396
data/tiny-imagenet-200/val/n03649909/val_8493.jpeg,114,135,0.009496055,n03649909,n03983396
data/tiny-imagenet-200/val/n12267677/val_8792.jpeg,199,135,0.009492947,n12267677,n03983396
data/tiny-imagenet-200/val/n03854065/val_6236.jpeg,126,135,0.0094911475,n03854065,n03983396
data/tiny-imagenet-200/val/n02883205/val_928.jpeg,77,135,0.009490773,n02883205,n03983396
data/tiny-imagenet-200/val/n02123394/val_5186.jpeg,31,135,0.009488765,n02123394,n03983396
data/tiny-imagenet-200/val/n02085620/val_6772.jpeg,24,135,0.009486437,n02085620,n03983396
data/tiny-imagenet-200/val/n02190166/val_4776.jpeg,37,135,0.009479323,n02190166,n03983396
data/tiny-imagenet-200/val/n03447447/val_1151.jpeg,108,135,0.009472063,n03447447,n03983396
data/tiny-imagenet-200/val/n02132136/val_8850.jpeg,35,135,0.009469224,n02132136,n03983396
data/tiny-imagenet-200/val/n01944390/val_7715.jpeg,15,135,0.009464861,n01944390,n03983396
data/tiny-imagenet-200/val/n02927161/val_4137.jpeg,82,135,0.009464406,n02927161,n03983396
data/tiny-imagenet-200/val/n07715103/val_8315.jpeg,183,135,0.009464085,n07715103,n03983396
data/tiny-imagenet-200/val/n02129165/val_4061.jpeg,34,135,0.009461925,n02129165,n03983396
data/tiny-imagenet-200/val/n03670208/val_721.jpeg,116,135,0.009459411,n03670208,n03983396
data/tiny-imagenet-200/val/n09193705/val_548.jpeg,194,135,0.009454638,n09193705,n03983396
data/tiny-imagenet-200/val/n02437312/val_5534.jpeg,53,135,0.009454266,n02437312,n03983396
data/tiny-imagenet-200/val/n03400231/val_2022.jpeg,104,135,0.009453862,n03400231,n03983396
data/tiny-imagenet-200/val/n02281406/val_5633.jpeg,45,135,0.0094482545,n02281406,n03983396
data/tiny-imagenet-200/val/n01770393/val_5871.jpeg,7,135,0.009448161,n01770393,n03983396
data/tiny-imagenet-200/val/n03617480/val_4136.jpeg,112,135,0.009442943,n03617480,n03983396
data/tiny-imagenet-200/val/n02099712/val_9105.jpeg,27,135,0.009439535,n02099712,n03983396
data/tiny-imagenet-200/val/n12267677/val_2886.jpeg,199,135,0.009439134,n12267677,n03983396
data/tiny-imagenet-200/val/n01882714/val_9664.jpeg,12,135,0.009435978,n01882714,n03983396
data/tiny-imagenet-200/val/n03854065/val_9076.jpeg,126,135,0.009435929,n03854065,n03983396
data/tiny-imagenet-200/val/n02791270/val_5164.jpeg,65,135,0.009435226,n02791270,n03983396
data/tiny-imagenet-200/val/n01917289/val_709.jpeg,14,135,0.009435152,n01917289,n03983396
data/tiny-imagenet-200/val/n07871810/val_6560.jpeg,190,135,0.009434237,n07871810,n03983396
data/tiny-imagenet-200/val/n02206856/val_1229.jpeg,38,135,0.009433672,n02206856,n03983396
data/tiny-imagenet-200/val/n02099601/val_2108.jpeg,26,135,0.009429433,n02099601,n03983396
data/tiny-imagenet-200/val/n03763968/val_5796.jpeg,119,135,0.009429204,n03763968,n03983396
data/tiny-imagenet-200/val/n04597913/val_344.jpeg,175,135,0.009425461,n04597913,n03983396
data/tiny-imagenet-200/val/n02106662/val_6508.jpeg,28,135,0.0094251605,n02106662,n03983396
data/tiny-imagenet-200/val/n02837789/val_7203.jpeg,74,135,0.009422648,n02837789,n03983396
data/tiny-imagenet-200/val/n03404251/val_6532.jpeg,105,135,0.009415967,n03404251,n03983396
data/tiny-imagenet-200/val/n03424325/val_555.jpeg,106,135,0.009414636,n03424325,n03983396
data/tiny-imagenet-200/val/n03085013/val_8489.jpeg,92,135,0.009414584,n03085013,n03983396
data/tiny-imagenet-200/val/n03424325/val_2298.jpeg,106,135,0.009412851,n03424325,n03983396
data/tiny-imagenet-200/val/n03042490/val_1738.jpeg,91,135,0.009409714,n03042490,n03983396
data/tiny-imagenet-200/val/n04596742/val_6398.jpeg,174,135,0.009409538,n04596742,n03983396
data/tiny-imagenet-200/val/n02190166/val_4004.jpeg,37,135,0.009406952,n02190166,n03983396
data/tiny-imagenet-200/val/n02699494/val_2624.jpeg,61,135,0.009405124,n02699494,n03983396
data/tiny-imagenet-200/val/n01950731/val_431.jpeg,17,135,0.0094048465,n01950731,n03983396
data/tiny-imagenet-200/val/n03838899/val_7905.jpeg,125,135,0.00940226,n03838899,n03983396
data/tiny-imagenet-200/val/n01983481/val_5405.jpeg,18,135,0.009400757,n01983481,n03983396
data/tiny-imagenet-200/val/n02480495/val_3777.jpeg,54,135,0.009398048,n02480495,n03983396
data/tiny-imagenet-200/val/n02403003/val_5210.jpeg,49,135,0.009397845,n02403003,n03983396
data/tiny-imagenet-200/val/n03584254/val_7367.jpeg,110,135,0.009397528,n03584254,n03983396
data/tiny-imagenet-200/val/n02364673/val_6537.jpeg,47,135,0.009395763,n02364673,n03983396
data/tiny-imagenet-200/val/n02002724/val_6407.jpeg,20,135,0.009390069,n02002724,n03983396
data/tiny-imagenet-200/val/n02843684/val_9284.jpeg,76,135,0.009386428,n02843684,n03983396
data/tiny-imagenet-200/val/n01768244/val_840.jpeg,6,135,0.009386255,n01768244,n03983396
data/tiny-imagenet-200/val/n03400231/val_4981.jpeg,104,135,0.009386128,n03400231,n03983396
data/tiny-imagenet-200/val/n07720875/val_9479.jpeg,184,135,0.009385384,n07720875,n03983396
data/tiny-imagenet-200/val/n01644900/val_8151.jpeg,3,135,0.009385107,n01644900,n03983396
data/tiny-imagenet-200/val/n02106662/val_8246.jpeg,28,135,0.009385012,n02106662,n03983396
data/tiny-imagenet-200/val/n02802426/val_8938.jpeg,68,135,0.009384833,n02802426,n03983396
data/tiny-imagenet-200/val/n03670208/val_5418.jpeg,116,135,0.009384339,n03670208,n03983396
data/tiny-imagenet-200/val/n02837789/val_9987.jpeg,74,135,0.009379927,n02837789,n03983396
data/tiny-imagenet-200/val/n04251144/val_2628.jpeg,148,135,0.009378486,n04251144,n03983396
data/tiny-imagenet-200/val/n04254777/val_1726.jpeg,149,135,0.009378256,n04254777,n03983396
data/tiny-imagenet-200/val/n02791270/val_1227.jpeg,65,135,0.009375547,n02791270,n03983396
data/tiny-imagenet-200/val/n04417672/val_5935.jpeg,162,135,0.009373881,n04417672,n03983396
data/tiny-imagenet-200/val/n02403003/val_8998.jpeg,49,135,0.0093733575,n02403003,n03983396
data/tiny-imagenet-200/val/n02843684/val_7167.jpeg,76,135,0.009372667,n02843684,n03983396
data/tiny-imagenet-200/val/n09256479/val_1690.jpeg,196,135,0.0093674455,n09256479,n03983396
data/tiny-imagenet-200/val/n02666196/val_6083.jpeg,59,135,0.009366796,n02666196,n03983396
data/tiny-imagenet-200/val/n03977966/val_2567.jpeg,133,135,0.009365024,n03977966,n03983396
data/tiny-imagenet-200/val/n03796401/val_1226.jpeg,121,135,0.00935755,n03796401,n03983396
data/tiny-imagenet-200/val/n03400231/val_6118.jpeg,104,135,0.009349467,n03400231,n03983396
data/tiny-imagenet-200/val/n02123394/val_958.jpeg,31,135,0.009346478,n02123394,n03983396
data/tiny-imagenet-200/val/n02099601/val_1562.jpeg,26,135,0.009343352,n02099601,n03983396
data/tiny-imagenet-200/val/n03980874/val_3944.jpeg,134,135,0.009342846,n03980874,n03983396
data/tiny-imagenet-200/val/n03763968/val_5558.jpeg,119,135,0.009336436,n03763968,n03983396
data/tiny-imagenet-200/val/n07749582/val_5431.jpeg,187,135,0.009335289,n07749582,n03983396
data/tiny-imagenet-200/val/n03042490/val_150.jpeg,91,135,0.009332847,n03042490,n03983396
data/tiny-imagenet-200/val/n02125311/val_2837.jpeg,33,135,0.009330135,n02125311,n03983396
data/tiny-imagenet-200/val/n04356056/val_8846.jpeg,156,135,0.00932928,n04356056,n03983396
data/tiny-imagenet-200/val/n03544143/val_4409.jpeg,109,135,0.009328051,n03544143,n03983396
data/tiny-imagenet-200/val/n01774750/val_7767.jpeg,9,135,0.009327913,n01774750,n03983396
data/tiny-imagenet-200/val/n02190166/val_4331.jpeg,37,135,0.009327601,n02190166,n03983396
data/tiny-imagenet-200/val/n02094433/val_5440.jpeg,25,135,0.009325574,n02094433,n03983396
data/tiny-imagenet-200/val/n01945685/val_4222.jpeg,16,135,0.009325403,n01945685,n03983396
data/tiny-imagenet-200/val/n04328186/val_9564.jpeg,155,135,0.00932385,n04328186,n03983396
data/tiny-imagenet-200/val/n02190166/val_9260.jpeg,37,135,0.009318413,n02190166,n03983396
data/tiny-imagenet-200/val/n09246464/val_2617.jpeg,195,135,0.009317106,n09246464,n03983396
data/tiny-imagenet-200/val/n04146614/val_4770.jpeg,145,135,0.009316417,n04146614,n03983396
data/tiny-imagenet-200/val/n03970156/val_7914.jpeg,131,135,0.009316016,n03970156,n03983396
data/tiny-imagenet-200/val/n02395406/val_8049.jpeg,48,135,0.009315533,n02395406,n03983396
data/tiny-imagenet-200/val/n03814639/val_345.jpeg,123,135,0.009315282,n03814639,n03983396
data/tiny-imagenet-200/val/n04328186/val_7928.jpeg,155,135,0.009308732,n04328186,n03983396
data/tiny-imagenet-200/val/n03085013/val_4308.jpeg,92,135,0.009306651,n03085013,n03983396
data/tiny-imagenet-200/val/n01944390/val_8358.jpeg,15,135,0.009305734,n01944390,n03983396
data/tiny-imagenet-200/val/n03388043/val_9830.jpeg,102,135,0.009305288,n03388043,n03983396
data/tiny-imagenet-200/val/n02988304/val_6390.jpeg,87,135,0.009304001,n02988304,n03983396
data/tiny-imagenet-200/val/n04560804/val_113.jpeg,172,135,0.009300471,n04560804,n03983396
data/tiny-imagenet-200/val/n07768694/val_889.jpeg,189,135,0.009297328,n07768694,n03983396
data/tiny-imagenet-200/val/n02231487/val_9189.jpeg,40,135,0.009294122,n02231487,n03983396
data/tiny-imagenet-200/val/n04507155/val_3761.jpeg,168,135,0.009293993,n04507155,n03983396
data/tiny-imagenet-200/val/n02106662/val_4262.jpeg,28,135,0.0092926575,n02106662,n03983396
data/tiny-imagenet-200/val/n02074367/val_8442.jpeg,23,135,0.009290922,n02074367,n03983396
data/tiny-imagenet-200/val/n03089624/val_2685.jpeg,93,135,0.009290726,n03089624,n03983396
data/tiny-imagenet-200/val/n04486054/val_1070.jpeg,165,135,0.009288257,n04486054,n03983396
data/tiny-imagenet-200/val/n02106662/val_6264.jpeg,28,135,0.009287702,n02106662,n03983396
data/tiny-imagenet-200/val/n04487081/val_3027.jpeg,166,135,0.00928667,n04487081,n03983396
data/tiny-imagenet-200/val/n03902125/val_7313.jpeg,128,135,0.009286126,n03902125,n03983396
data/tiny-imagenet-200/val/n02403003/val_872.jpeg,49,135,0.00928594,n02403003,n03983396
data/tiny-imagenet-200/val/n03891332/val_4366.jpeg,127,135,0.009284304,n03891332,n03983396
data/tiny-imagenet-200/val/n01855672/val_1742.jpeg,11,135,0.009284165,n01855672,n03983396
data/tiny-imagenet-200/val/n04356056/val_932.jpeg,156,135,0.009282683,n04356056,n03983396
